unix_time,datetime,cpu_usage_percent,temperature_c,cpu_freq_mhz
1520606014.8664024,2018-03-09 14:33:34,56.44,50.7,2400.0
1520606015.8707013,2018-03-09 14:33:35,58.46,50.15,2000.0
1520606016.8722074,2018-03-09 14:33:36,55.56,51.25,2400.0
1520606017.8739476,2018-03-09 14:33:37,53.0,51.25,2400.0
1520606018.8753557,2018-03-09 14:33:38,50.38,50.15,2400.0
1520606019.876904,2018-03-09 14:33:39,57.58,51.25,2400.0
1520606020.8782501,2018-03-09 14:33:40,62.22,49.6,2400.0
1520606021.8798816,2018-03-09 14:33:41,55.92,50.15,2400.0
1520606022.8841562,2018-03-09 14:33:42,58.42,50.7,2300.0
1520606023.889005,2018-03-09 14:33:43,52.49,50.7,2400.0
1520606024.8919792,2018-03-09 14:33:44,50.0,49.6,2400.0
1520606025.8933964,2018-03-09 14:33:45,53.5,49.6,2400.0
1520606026.8947327,2018-03-09 14:33:46,60.1,50.15,2400.0
1520606027.8960805,2018-03-09 14:33:47,58.75,49.6,2400.0
1520606028.8970695,2018-03-09 14:33:48,55.36,50.15,2400.0
1520606029.9005466,2018-03-09 14:33:49,60.5,51.8,2400.0
1520606030.9034882,2018-03-09 14:33:50,55.83,50.7,2400.0
1520606031.9064755,2018-03-09 14:33:51,53.52,50.7,2400.0
1520606032.907876,2018-03-09 14:33:52,51.38,50.7,2400.0
1520606033.9089353,2018-03-09 14:33:53,53.9,51.25,2400.0
1520606034.910469,2018-03-09 14:33:54,60.79,50.7,2400.0
1520606035.9118192,2018-03-09 14:33:55,59.9,51.25,2400.0
1520606036.9130921,2018-03-09 14:33:56,59.2,49.05,2400.0
1520606037.9176521,2018-03-09 14:33:57,57.43,50.15,2400.0
1520606038.919958,2018-03-09 14:33:58,57.54,51.25,2400.0
1520606039.920891,2018-03-09 14:33:59,49.5,50.7,2400.0
1520606040.9223058,2018-03-09 14:34:00,48.61,50.15,2400.0
1520606041.923877,2018-03-09 14:34:01,56.78,48.5,2400.0
1520606042.9252121,2018-03-09 14:34:02,60.05,50.15,2400.0
1520606043.9265628,2018-03-09 14:34:03,6.0,46.3,1500.0
1520606044.9280095,2018-03-09 14:34:04,0.0,47.95,1500.0
1520606045.9292367,2018-03-09 14:34:05,0.0,46.85,1500.0
